Time,Dun Laoghaire @ Peoples Park Pedestrian,Dun Laoghaire @ Peoples Park Peds IN,Dun Laoghaire @ Peoples Park Peds OUT,Dun Laoghaire @ Seapoint Beach Pedestrian,Dun Laoghaire @ Seapoint Beach Peds IN,Dun Laoghaire @ Seapoint Beach Peds OUT,Dun Laoghaire @ York Road Pedestrian,Dun Laoghaire @ York Road Peds IN,Dun Laoghaire @ York Road Peds OUT,Glenageary Pedestrian,Glenageary Peds IN,Glenageary Peds OUT,Rock Road Park - New Counter Pedestrian,Rock Road Park - New Counter Peds IN,Rock Road Park - New Counter Peds OUT,Wyattville Rd - Bicycles Towards N11 Pedestrian,Wyattville Rd - Bicycles Towards N11 Pedestrian IN,Wyattville Rd - Bicycles Towards N11 Pedestrian OUT,Wyattville Rd At Park Gates Pedestrian,Wyattville Rd At Park Gates Peds IN,Wyattville Rd At Park Gates Peds OUT,Wyattville Road At Steps Pedestrian,Wyattville Road At Steps Peds IN,Wyattville Road At Steps Peds OUT
"Aug 1, 2023 5:00 PM",174,100,74,48,26,22,52,23,29,,,,353,145,208,,,,90,51,39,,,
"Aug 1, 2023 6:00 PM",172,92,80,41,30,11,49,30,19,,,,184,98,86,,,,86,52,34,,,
"Aug 1, 2023 7:00 PM",199,108,91,50,22,28,52,33,19,,,,469,176,293,,,,62,36,26,,,
"Aug 1, 2023 8:00 PM",211,131,80,57,29,28,52,20,32,,,,97,37,60,,,,67,24,43,,,
"Aug 1, 2023 9:00 PM",142,71,71,30,12,18,22,11,11,,,,61,33,28,,,,30,13,17,,,
"Aug 1, 2023 10:00 PM",35,22,13,12,6,6,15,8,7,,,,273,121,152,,,,12,7,5,,,
"Aug 1, 2023 11:00 PM",0,0,0,1,0,1,4,1,3,,,,1,0,1,,,,3,2,1,,,
"Aug 2, 2023 12:00 AM",0,0,0,0,0,0,2,0,2,,,,8,8,0,,,,9,7,2,,,
"Aug 2, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,8,4,4,,,
"Aug 2, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 2, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 2, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,,,,0,0,0,,,,2,2,0,,,
"Aug 2, 2023 5:00 AM",5,2,3,1,0,1,0,0,0,,,,3,2,1,,,,3,2,1,,,
"Aug 2, 2023 6:00 AM",26,14,12,9,5,4,16,10,6,,,,29,12,17,,,,5,1,4,,,
"Aug 2, 2023 7:00 AM",60,25,35,22,4,18,17,4,13,,,,49,27,22,,,,20,9,11,,,
"Aug 2, 2023 8:00 AM",79,43,36,25,8,17,28,11,17,,,,85,38,47,,,,42,17,25,,,
"Aug 2, 2023 9:00 AM",62,34,28,16,9,7,14,8,6,,,,36,19,17,,,,16,2,14,,,
"Aug 2, 2023 10:00 AM",55,40,15,9,5,4,11,4,7,,,,72,37,35,,,,26,13,13,,,
"Aug 2, 2023 11:00 AM",61,33,28,5,3,2,2,0,2,,,,34,15,19,,,,9,4,5,,,
"Aug 2, 2023 12:00 PM",69,41,28,14,9,5,21,11,10,,,,67,39,28,,,,27,17,10,,,
"Aug 2, 2023 1:00 PM",108,62,46,14,3,11,17,6,11,,,,41,21,20,,,,31,10,21,,,
"Aug 2, 2023 2:00 PM",44,21,23,12,3,9,13,5,8,,,,29,14,15,,,,26,12,14,,,
"Aug 2, 2023 3:00 PM",31,17,14,8,5,3,12,4,8,,,,20,14,6,,,,16,6,10,,,
"Aug 2, 2023 4:00 PM",42,16,26,10,7,3,12,6,6,,,,164,65,99,,,,32,17,15,,,
"Aug 2, 2023 5:00 PM",83,41,42,22,17,5,35,23,12,,,,305,109,196,,,,57,30,27,,,
"Aug 2, 2023 6:00 PM",108,62,46,37,24,13,30,22,8,,,,148,67,81,,,,57,31,26,,,
"Aug 2, 2023 7:00 PM",130,73,57,26,17,9,34,19,15,,,,129,49,80,,,,58,31,27,,,
"Aug 2, 2023 8:00 PM",178,97,81,36,13,23,27,13,14,,,,112,48,64,,,,50,22,28,,,
"Aug 2, 2023 9:00 PM",89,54,35,18,8,10,41,21,20,,,,35,14,21,,,,30,12,18,,,
"Aug 2, 2023 10:00 PM",43,24,19,5,1,4,12,6,6,,,,21,5,16,,,,20,6,14,,,
"Aug 2, 2023 11:00 PM",12,7,5,3,1,2,4,1,3,,,,264,84,180,,,,4,2,2,,,
"Aug 3, 2023 12:00 AM",1,0,1,0,0,0,0,0,0,,,,22,7,15,,,,5,4,1,,,
"Aug 3, 2023 1:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,8,5,3,,,
"Aug 3, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 3, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,1,1,0,,,,2,2,0,,,
"Aug 3, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,,,,2,2,0,,,,3,1,2,,,
"Aug 3, 2023 5:00 AM",7,1,6,2,1,1,0,0,0,,,,6,4,2,,,,2,1,1,,,
"Aug 3, 2023 6:00 AM",38,22,16,11,4,7,10,9,1,,,,38,22,16,,,,14,7,7,,,
"Aug 3, 2023 7:00 AM",102,48,54,25,11,14,25,13,12,,,,84,41,43,,,,28,16,12,,,
"Aug 3, 2023 8:00 AM",93,51,42,29,16,13,36,19,17,,,,125,62,63,,,,57,23,34,,,
"Aug 3, 2023 9:00 AM",118,60,58,33,15,18,21,8,13,,,,119,57,62,,,,38,18,20,,,
"Aug 3, 2023 10:00 AM",143,78,65,48,28,20,28,13,15,,,,116,59,57,,,,36,16,20,,,
"Aug 3, 2023 11:00 AM",210,123,87,33,17,16,15,9,6,,,,128,62,66,,,,36,17,19,,,
"Aug 3, 2023 12:00 PM",216,127,89,30,14,16,22,11,11,,,,175,92,83,,,,44,22,22,,,
"Aug 3, 2023 1:00 PM",211,129,82,47,23,24,46,23,23,,,,95,51,44,,,,37,17,20,,,
"Aug 3, 2023 2:00 PM",197,97,100,33,20,13,26,14,12,,,,79,47,32,,,,40,18,22,,,
"Aug 3, 2023 3:00 PM",210,119,91,29,13,16,40,17,23,,,,149,93,56,,,,68,32,36,,,
"Aug 3, 2023 4:00 PM",155,82,73,57,31,26,46,25,21,,,,421,162,259,,,,59,30,29,,,
"Aug 3, 2023 5:00 PM",196,113,83,55,32,23,51,32,19,,,,598,239,359,,,,79,41,38,,,
"Aug 3, 2023 6:00 PM",133,81,52,51,25,26,36,17,19,,,,451,191,260,,,,81,44,37,,,
"Aug 3, 2023 7:00 PM",183,106,77,27,12,15,41,21,20,,,,109,57,52,,,,45,17,28,,,
"Aug 3, 2023 8:00 PM",154,84,70,26,14,12,18,8,10,,,,129,75,54,,,,27,11,16,,,
"Aug 3, 2023 9:00 PM",147,88,59,28,8,20,23,5,18,,,,41,17,24,,,,53,25,28,,,
"Aug 3, 2023 10:00 PM",35,14,21,14,4,10,5,2,3,,,,16,9,7,,,,14,6,8,,,
"Aug 3, 2023 11:00 PM",17,11,6,5,1,4,9,4,5,,,,24,2,22,,,,13,7,6,,,
"Aug 4, 2023 12:00 AM",1,1,0,0,0,0,2,0,2,,,,65,23,42,,,,9,5,4,,,
"Aug 4, 2023 1:00 AM",3,3,0,0,0,0,0,0,0,,,,0,0,0,,,,1,0,1,,,
"Aug 4, 2023 2:00 AM",1,1,0,0,0,0,3,2,1,,,,0,0,0,,,,2,2,0,,,
"Aug 4, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,1,1,0,,,,0,0,0,,,
"Aug 4, 2023 4:00 AM",0,0,0,2,2,0,0,0,0,,,,1,1,0,,,,1,1,0,,,
"Aug 4, 2023 5:00 AM",5,3,2,0,0,0,1,1,0,,,,11,5,6,,,,2,1,1,,,
"Aug 4, 2023 6:00 AM",30,14,16,15,4,11,9,4,5,,,,31,17,14,,,,12,3,9,,,
"Aug 4, 2023 7:00 AM",74,43,31,17,10,7,17,12,5,,,,65,36,29,,,,32,15,17,,,
"Aug 4, 2023 8:00 AM",117,62,55,51,24,27,37,18,19,,,,98,53,45,,,,28,12,16,,,
"Aug 4, 2023 9:00 AM",116,60,56,33,14,19,33,20,13,,,,89,39,50,,,,44,13,31,,,
"Aug 4, 2023 10:00 AM",178,118,60,36,21,15,41,21,20,,,,106,65,41,,,,55,28,27,,,
"Aug 4, 2023 11:00 AM",270,161,109,41,18,23,47,25,22,,,,119,76,43,,,,57,22,35,,,
"Aug 4, 2023 12:00 PM",298,152,146,54,27,27,55,36,19,,,,102,50,52,,,,45,22,23,,,
"Aug 4, 2023 1:00 PM",267,144,123,48,25,23,49,26,23,,,,140,75,65,,,,37,19,18,,,
"Aug 4, 2023 2:00 PM",265,141,124,28,20,8,33,12,21,,,,103,53,50,,,,58,34,24,,,
"Aug 4, 2023 3:00 PM",274,161,113,50,29,21,29,13,16,,,,88,52,36,,,,59,26,33,,,
"Aug 4, 2023 4:00 PM",259,132,127,43,24,19,50,31,19,,,,144,67,77,,,,56,28,28,,,
"Aug 4, 2023 5:00 PM",218,105,113,42,19,23,47,20,27,,,,103,44,59,,,,64,24,40,,,
"Aug 4, 2023 6:00 PM",180,89,91,43,24,19,38,23,15,,,,139,46,93,,,,70,32,38,,,
"Aug 4, 2023 7:00 PM",184,95,89,38,23,15,33,17,16,,,,77,35,42,,,,73,37,36,,,
"Aug 4, 2023 8:00 PM",80,45,35,26,14,12,37,17,20,,,,86,37,49,,,,41,13,28,,,
"Aug 4, 2023 9:00 PM",72,42,30,15,5,10,21,15,6,,,,85,27,58,,,,32,11,21,,,
"Aug 4, 2023 10:00 PM",27,13,14,6,1,5,12,5,7,,,,39,13,26,,,,15,5,10,,,
"Aug 4, 2023 11:00 PM",6,4,2,2,0,2,5,2,3,,,,46,25,21,,,,5,3,2,,,
"Aug 5, 2023 12:00 AM",0,0,0,1,0,1,2,0,2,,,,13,7,6,,,,6,3,3,,,
"Aug 5, 2023 1:00 AM",3,1,2,0,0,0,0,0,0,,,,0,0,0,,,,7,3,4,,,
"Aug 5, 2023 2:00 AM",0,0,0,2,2,0,0,0,0,,,,1,1,0,,,,0,0,0,,,
"Aug 5, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,1,1,0,,,
"Aug 5, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 5, 2023 5:00 AM",0,0,0,2,2,0,0,0,0,,,,2,2,0,,,,0,0,0,,,
"Aug 5, 2023 6:00 AM",1,0,1,0,0,0,0,0,0,,,,0,0,0,,,,3,0,3,,,
"Aug 5, 2023 7:00 AM",5,3,2,2,1,1,1,1,0,,,,7,5,2,,,,3,2,1,,,
"Aug 5, 2023 8:00 AM",8,5,3,6,2,4,3,0,3,,,,7,4,3,,,,14,5,9,,,
"Aug 5, 2023 9:00 AM",37,20,17,12,4,8,6,5,1,,,,26,14,12,,,,22,8,14,,,
"Aug 5, 2023 10:00 AM",127,82,45,29,13,16,33,18,15,,,,44,27,17,,,,43,24,19,,,
"Aug 5, 2023 11:00 AM",169,100,69,38,21,17,27,16,11,,,,84,48,36,,,,37,20,17,,,
"Aug 5, 2023 12:00 PM",218,118,100,45,30,15,48,32,16,,,,78,40,38,,,,52,23,29,,,
"Aug 5, 2023 1:00 PM",239,145,94,46,20,26,67,42,25,,,,101,48,53,,,,46,20,26,,,
"Aug 5, 2023 2:00 PM",243,141,102,50,19,31,39,18,21,,,,147,55,92,,,,32,13,19,,,
"Aug 5, 2023 3:00 PM",294,172,122,56,32,24,50,26,24,,,,294,126,168,,,,58,38,20,,,
"Aug 5, 2023 4:00 PM",281,162,119,63,27,36,78,39,39,,,,103,57,46,,,,66,29,37,,,
"Aug 5, 2023 5:00 PM",198,93,105,35,16,19,43,18,25,,,,97,58,39,,,,55,24,31,,,
"Aug 5, 2023 6:00 PM",141,93,48,30,14,16,24,16,8,,,,109,61,48,,,,29,13,16,,,
"Aug 5, 2023 7:00 PM",57,27,30,30,19,11,15,9,6,,,,116,54,62,,,,31,12,19,,,
"Aug 5, 2023 8:00 PM",91,57,34,5,4,1,11,8,3,,,,111,61,50,,,,28,17,11,,,
"Aug 5, 2023 9:00 PM",63,23,40,12,6,6,18,10,8,,,,177,76,101,,,,21,7,14,,,
"Aug 5, 2023 10:00 PM",15,7,8,9,6,3,10,3,7,,,,104,74,30,,,,22,12,10,,,
"Aug 5, 2023 11:00 PM",7,5,2,3,2,1,5,3,2,,,,10,7,3,,,,15,5,10,,,
"Aug 6, 2023 12:00 AM",2,0,2,3,1,2,2,0,2,,,,37,32,5,,,,23,13,10,,,
"Aug 6, 2023 1:00 AM",2,2,0,0,0,0,3,1,2,,,,0,0,0,,,,50,29,21,,,
"Aug 6, 2023 2:00 AM",2,2,0,0,0,0,0,0,0,,,,3,1,2,,,,10,9,1,,,
"Aug 6, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,35,18,17,,,,6,3,3,,,
"Aug 6, 2023 4:00 AM",0,0,0,0,0,0,1,0,1,,,,0,0,0,,,,8,2,6,,,
"Aug 6, 2023 5:00 AM",3,2,1,2,0,2,0,0,0,,,,5,4,1,,,,0,0,0,,,
"Aug 6, 2023 6:00 AM",14,7,7,5,4,1,3,2,1,,,,11,4,7,,,,2,1,1,,,
"Aug 6, 2023 7:00 AM",44,19,25,15,10,5,14,11,3,,,,26,14,12,,,,8,4,4,,,
"Aug 6, 2023 8:00 AM",127,78,49,28,19,9,34,18,16,,,,81,50,31,,,,22,9,13,,,
"Aug 6, 2023 9:00 AM",261,150,111,83,46,37,54,30,24,,,,122,74,48,,,,36,11,25,,,
"Aug 6, 2023 10:00 AM",330,188,142,80,47,33,92,44,48,,,,122,75,47,,,,47,20,27,,,
"Aug 6, 2023 11:00 AM",532,320,212,89,59,30,54,30,24,,,,178,89,89,,,,52,18,34,,,
"Aug 6, 2023 12:00 PM",618,306,312,66,39,27,65,40,25,,,,182,98,84,,,,67,34,33,,,
"Aug 6, 2023 1:00 PM",626,360,266,68,43,25,59,36,23,,,,186,73,113,,,,45,23,22,,,
"Aug 6, 2023 2:00 PM",586,321,265,48,25,23,46,26,20,,,,141,82,59,,,,36,15,21,,,
"Aug 6, 2023 3:00 PM",484,283,201,41,20,21,58,41,17,,,,389,104,285,,,,32,17,15,,,
"Aug 6, 2023 4:00 PM",491,290,201,65,30,35,47,20,27,,,,369,128,241,,,,33,18,15,,,
"Aug 6, 2023 5:00 PM",234,98,136,30,17,13,35,21,14,,,,264,121,143,,,,27,9,18,,,
"Aug 6, 2023 6:00 PM",228,117,111,23,12,11,39,18,21,,,,203,96,107,,,,32,15,17,,,
"Aug 6, 2023 7:00 PM",108,50,58,17,9,8,6,4,2,,,,51,24,27,,,,35,21,14,,,
"Aug 6, 2023 8:00 PM",113,56,57,16,7,9,23,10,13,,,,53,25,28,,,,25,12,13,,,
"Aug 6, 2023 9:00 PM",128,67,61,20,9,11,23,8,15,,,,30,9,21,,,,14,5,9,,,
"Aug 6, 2023 10:00 PM",36,20,16,5,1,4,10,5,5,,,,70,26,44,,,,27,11,16,,,
"Aug 6, 2023 11:00 PM",10,4,6,5,1,4,5,1,4,,,,38,8,30,,,,7,5,2,,,
"Aug 7, 2023 12:00 AM",0,0,0,1,1,0,2,0,2,,,,15,8,7,,,,12,4,8,,,
"Aug 7, 2023 1:00 AM",2,2,0,2,1,1,2,2,0,,,,18,4,14,,,,15,12,3,,,
"Aug 7, 2023 2:00 AM",1,0,1,2,0,2,0,0,0,,,,1,0,1,,,,4,4,0,,,
"Aug 7, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,3,3,0,,,,7,4,3,,,
"Aug 7, 2023 4:00 AM",0,0,0,2,1,1,0,0,0,,,,0,0,0,,,,1,1,0,,,
"Aug 7, 2023 5:00 AM",3,2,1,1,0,1,0,0,0,,,,0,0,0,,,,4,2,2,,,
"Aug 7, 2023 6:00 AM",11,4,7,5,1,4,5,2,3,,,,12,4,8,,,,5,5,0,,,
"Aug 7, 2023 7:00 AM",50,28,22,14,6,8,16,10,6,,,,18,9,9,,,,9,3,6,,,
"Aug 7, 2023 8:00 AM",90,54,36,27,20,7,13,7,6,,,,41,29,12,,,,20,10,10,,,
"Aug 7, 2023 9:00 AM",131,63,68,38,15,23,25,10,15,,,,43,26,17,,,,22,8,14,,,
"Aug 7, 2023 10:00 AM",237,137,100,48,32,16,38,20,18,,,,228,170,58,,,,33,18,15,,,
"Aug 7, 2023 11:00 AM",367,199,168,85,39,46,38,23,15,,,,131,70,61,,,,39,22,17,,,
"Aug 7, 2023 12:00 PM",405,211,194,73,38,35,47,24,23,,,,129,64,65,,,,60,20,40,,,
"Aug 7, 2023 1:00 PM",385,233,152,46,22,24,60,25,35,,,,121,69,52,,,,46,18,28,,,
"Aug 7, 2023 2:00 PM",462,276,186,69,48,21,50,24,26,,,,143,82,61,,,,45,23,22,,,
"Aug 7, 2023 3:00 PM",520,287,233,72,33,39,46,15,31,,,,170,83,87,,,,46,18,28,,,
"Aug 7, 2023 4:00 PM",380,200,180,49,19,30,42,14,28,,,,130,62,68,,,,56,27,29,,,
"Aug 7, 2023 5:00 PM",365,194,171,65,38,27,53,19,34,,,,150,79,71,,,,50,28,22,,,
"Aug 7, 2023 6:00 PM",322,188,134,47,32,15,48,26,22,,,,248,96,152,,,,62,32,30,,,
"Aug 7, 2023 7:00 PM",229,125,104,41,21,20,37,17,20,,,,329,180,149,,,,49,26,23,,,
"Aug 7, 2023 8:00 PM",160,84,76,27,9,18,28,9,19,,,,117,67,50,,,,41,18,23,,,
"Aug 7, 2023 9:00 PM",106,50,56,33,18,15,24,13,11,,,,117,79,38,,,,29,13,16,,,
"Aug 7, 2023 10:00 PM",46,29,17,10,4,6,7,4,3,,,,177,127,50,,,,17,5,12,,,
"Aug 7, 2023 11:00 PM",24,14,10,4,4,0,4,2,2,,,,38,16,22,,,,8,6,2,,,
"Aug 8, 2023 12:00 AM",1,0,1,0,0,0,1,0,1,,,,0,0,0,,,,9,5,4,,,
"Aug 8, 2023 1:00 AM",4,1,3,0,0,0,3,0,3,,,,47,42,5,,,,2,2,0,,,
"Aug 8, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,36,21,15,,,,0,0,0,,,
"Aug 8, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 8, 2023 4:00 AM",0,0,0,1,1,0,0,0,0,,,,0,0,0,,,,1,1,0,,,
"Aug 8, 2023 5:00 AM",5,1,4,0,0,0,2,1,1,,,,8,4,4,,,,5,2,3,,,
"Aug 8, 2023 6:00 AM",47,17,30,7,5,2,6,2,4,,,,50,28,22,,,,10,6,4,,,
"Aug 8, 2023 7:00 AM",54,30,24,24,10,14,19,10,9,,,,182,101,81,,,,32,19,13,,,
"Aug 8, 2023 8:00 AM",103,58,45,28,11,17,24,12,12,,,,136,83,53,,,,41,14,27,,,
"Aug 8, 2023 9:00 AM",130,69,61,28,13,15,36,22,14,,,,226,117,109,,,,43,18,25,,,
"Aug 8, 2023 10:00 AM",176,98,78,22,10,12,26,13,13,,,,123,70,53,,,,26,10,16,,,
"Aug 8, 2023 11:00 AM",242,139,103,25,10,15,39,17,22,,,,552,219,333,,,,48,25,23,,,
"Aug 8, 2023 12:00 PM",213,118,95,43,31,12,31,11,20,,,,734,320,414,,,,42,14,28,,,
"Aug 8, 2023 1:00 PM",198,96,102,34,15,19,28,14,14,,,,103,44,59,,,,42,20,22,,,
"Aug 8, 2023 2:00 PM",198,101,97,36,19,17,37,21,16,,,,673,303,370,,,,44,25,19,,,
"Aug 8, 2023 3:00 PM",203,109,94,34,19,15,42,28,14,,,,846,326,520,,,,50,23,27,,,
"Aug 8, 2023 4:00 PM",290,158,132,49,38,11,39,25,14,,,,215,86,129,,,,55,33,22,,,
"Aug 8, 2023 5:00 PM",234,132,102,52,29,23,59,38,21,,,,132,72,60,,,,67,30,37,,,
"Aug 8, 2023 6:00 PM",286,162,124,68,41,27,84,36,48,,,,207,91,116,,,,95,51,44,,,
"Aug 8, 2023 7:00 PM",324,168,156,72,36,36,46,22,24,,,,176,79,97,,,,82,44,38,,,
"Aug 8, 2023 8:00 PM",282,158,124,60,22,38,50,36,14,,,,205,107,98,,,,52,26,26,,,
"Aug 8, 2023 9:00 PM",189,110,79,36,20,16,19,8,11,,,,78,39,39,,,,28,5,23,,,
"Aug 8, 2023 10:00 PM",46,30,16,12,5,7,17,8,9,,,,132,61,71,,,,13,8,5,,,
"Aug 8, 2023 11:00 PM",9,7,2,0,0,0,4,0,4,,,,67,43,24,,,,9,1,8,,,
"Aug 9, 2023 12:00 AM",0,0,0,1,1,0,4,3,1,,,,62,16,46,,,,7,4,3,,,
"Aug 9, 2023 1:00 AM",3,1,2,0,0,0,0,0,0,,,,7,2,5,,,,4,2,2,,,
"Aug 9, 2023 2:00 AM",0,0,0,2,2,0,1,1,0,,,,0,0,0,,,,0,0,0,,,
"Aug 9, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,1,0,1,,,,0,0,0,,,
"Aug 9, 2023 4:00 AM",2,2,0,1,1,0,0,0,0,,,,2,0,2,,,,2,2,0,,,
"Aug 9, 2023 5:00 AM",14,5,9,3,2,1,3,2,1,,,,37,19,18,,,,3,2,1,,,
"Aug 9, 2023 6:00 AM",49,26,23,8,5,3,10,6,4,,,,42,28,14,,,,14,7,7,,,
"Aug 9, 2023 7:00 AM",59,36,23,19,11,8,13,8,5,,,,94,49,45,,,,27,14,13,,,
"Aug 9, 2023 8:00 AM",110,52,58,35,13,22,26,17,9,,,,181,91,90,,,,40,14,26,,,
"Aug 9, 2023 9:00 AM",114,65,49,28,19,9,19,9,10,,,,135,79,56,,,,35,15,20,,,
"Aug 9, 2023 10:00 AM",142,76,66,32,19,13,35,19,16,,,,205,107,98,,,,39,15,24,,,
"Aug 9, 2023 11:00 AM",220,132,88,38,18,20,23,15,8,,,,155,80,75,,,,55,31,24,,,
"Aug 9, 2023 12:00 PM",252,158,94,41,27,14,45,20,25,,,,390,143,247,,,,53,22,31,,,
"Aug 9, 2023 1:00 PM",255,144,111,41,24,17,43,19,24,,,,397,143,254,,,,40,19,21,,,
"Aug 9, 2023 2:00 PM",270,141,129,35,17,18,35,22,13,,,,370,136,234,,,,53,22,31,,,
"Aug 9, 2023 3:00 PM",304,151,153,42,20,22,35,12,23,,,,148,66,82,,,,55,28,27,,,
"Aug 9, 2023 4:00 PM",269,133,136,63,35,28,40,23,17,,,,368,144,224,,,,57,28,29,,,
"Aug 9, 2023 5:00 PM",243,121,122,56,41,15,58,34,24,,,,562,179,383,,,,66,40,26,,,
"Aug 9, 2023 6:00 PM",244,120,124,55,38,17,47,19,28,,,,606,241,365,,,,85,38,47,,,
"Aug 9, 2023 7:00 PM",215,127,88,92,46,46,66,30,36,,,,162,72,90,,,,61,23,38,,,
"Aug 9, 2023 8:00 PM",279,172,107,60,30,30,41,21,20,,,,114,42,72,,,,61,28,33,,,
"Aug 9, 2023 9:00 PM",190,86,104,33,15,18,39,18,21,,,,88,43,45,,,,30,12,18,,,
"Aug 9, 2023 10:00 PM",54,31,23,8,4,4,9,3,6,,,,10,3,7,,,,13,5,8,,,
"Aug 9, 2023 11:00 PM",23,18,5,12,3,9,3,1,2,,,,76,59,17,,,,22,13,9,,,
"Aug 10, 2023 12:00 AM",0,0,0,0,0,0,6,1,5,,,,37,11,26,,,,1,1,0,,,
"Aug 10, 2023 1:00 AM",0,0,0,2,2,0,3,1,2,,,,2,2,0,,,,6,4,2,,,
"Aug 10, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 10, 2023 3:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,3,0,3,,,
"Aug 10, 2023 4:00 AM",1,1,0,0,0,0,0,0,0,,,,2,1,1,,,,1,1,0,,,
"Aug 10, 2023 5:00 AM",4,0,4,4,3,1,0,0,0,,,,13,7,6,,,,3,2,1,,,
"Aug 10, 2023 6:00 AM",33,15,18,10,5,5,6,3,3,,,,40,24,16,,,,10,4,6,,,
"Aug 10, 2023 7:00 AM",69,40,29,19,7,12,22,11,11,,,,124,47,77,,,,21,7,14,,,
"Aug 10, 2023 8:00 AM",105,57,48,34,15,19,32,13,19,,,,90,48,42,,,,42,20,22,,,
"Aug 10, 2023 9:00 AM",97,46,51,22,13,9,38,20,18,,,,58,33,25,,,,36,18,18,,,
"Aug 10, 2023 10:00 AM",182,89,93,31,19,12,19,8,11,,,,94,50,44,,,,31,14,17,,,
"Aug 10, 2023 11:00 AM",200,113,87,29,15,14,28,17,11,,,,85,49,36,,,,31,15,16,,,
"Aug 10, 2023 12:00 PM",235,136,99,48,17,31,42,15,27,,,,94,47,47,,,,38,21,17,,,
"Aug 10, 2023 1:00 PM",284,153,131,84,59,25,43,27,16,,,,122,71,51,,,,42,19,23,,,
"Aug 10, 2023 2:00 PM",314,180,134,52,22,30,38,16,22,,,,100,49,51,,,,56,24,32,,,
"Aug 10, 2023 3:00 PM",318,171,147,40,18,22,35,20,15,,,,165,82,83,,,,80,45,35,,,
"Aug 10, 2023 4:00 PM",300,156,144,43,31,12,51,36,15,,,,456,167,289,,,,64,30,34,,,
"Aug 10, 2023 5:00 PM",207,99,108,66,45,21,62,41,21,,,,366,136,230,,,,53,25,28,,,
"Aug 10, 2023 6:00 PM",203,105,98,57,34,23,40,23,17,,,,169,84,85,,,,80,45,35,,,
"Aug 10, 2023 7:00 PM",215,121,94,47,26,21,28,12,16,,,,209,82,127,,,,75,42,33,,,
"Aug 10, 2023 8:00 PM",183,108,75,39,27,12,37,18,19,,,,286,108,178,,,,48,19,29,,,
"Aug 10, 2023 9:00 PM",85,42,43,25,12,13,16,3,13,,,,86,19,67,,,,34,12,22,,,
"Aug 10, 2023 10:00 PM",31,19,12,11,8,3,21,16,5,,,,40,13,27,,,,23,11,12,,,
"Aug 10, 2023 11:00 PM",7,5,2,2,1,1,12,6,6,,,,170,43,127,,,,10,5,5,,,
"Aug 11, 2023 12:00 AM",0,0,0,0,0,0,6,0,6,,,,39,11,28,,,,9,7,2,,,
"Aug 11, 2023 1:00 AM",4,2,2,0,0,0,1,0,1,,,,1,1,0,,,,1,1,0,,,
"Aug 11, 2023 2:00 AM",0,0,0,0,0,0,0,0,0,,,,14,0,14,,,,4,1,3,,,
"Aug 11, 2023 3:00 AM",0,0,0,3,3,0,0,0,0,,,,0,0,0,,,,0,0,0,,,
"Aug 11, 2023 4:00 AM",0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,1,1,0,,,
"Aug 11, 2023 5:00 AM",14,7,7,2,0,2,0,0,0,,,,10,5,5,,,,1,1,0,,,
"Aug 11, 2023 6:00 AM",39,18,21,8,4,4,9,5,4,,,,39,23,16,,,,16,11,5,,,
"Aug 11, 2023 7:00 AM",77,44,33,25,12,13,30,13,17,,,,50,24,26,,,,24,8,16,,,
"Aug 11, 2023 8:00 AM",154,82,72,28,14,14,27,13,14,,,,114,47,67,,,,45,24,21,,,
"Aug 11, 2023 9:00 AM",153,88,65,35,14,21,30,18,12,,,,124,74,50,,,,30,14,16,,,
"Aug 11, 2023 10:00 AM",248,154,94,67,37,30,48,22,26,,,,128,75,53,,,,61,41,20,,,
"Aug 11, 2023 11:00 AM",297,166,131,47,22,25,41,25,16,,,,97,40,57,,,,61,30,31,,,
"Aug 11, 2023 12:00 PM",278,174,104,52,31,21,42,24,18,,,,138,65,73,,,,49,25,24,,,
